Kategori,Pesan,cleaned_text,label
ham,"K, kirimi saya SMS saat Anda sedang dalam perjalanan",k kirimi saya sms saat anda sedang dalam perjalanan,0
ham,"K, tunggu chikku.. il kirim aftr <#> Menit",k tunggu chikku il kirim aftr menit,0
ham,K. Apakah Anda baru saja menelepon saya ah?,k apakah anda baru saja menelepon saya ah,0
ham,K. Saya akan mengirimkannya lagi,k saya akan mengirimkannya lagi,0
ham,"K.. Saya menghapus kontak saya, itu mengapa?",k saya menghapus kontak saya itu mengapa,0
ham,K.. k.. Ada yang spesial hari ini?,k k ada yang spesial hari ini,0
ham,K.. k.. Saya juga baik-baik saja :)Kapan Anda akan menyelesaikan kursus?,k k saya juga baik baik saja kapan anda akan menyelesaikan kursus,0
ham,K.. k:)Berapa biayanya?,k k berapa biayanya,0
ham,K.. k:)di mana Anda?bagaimana Anda tampil?,k k di mana anda bagaimana anda tampil,0
ham,K.. u juga jangan msg atau balas msg-nya..,k u juga jangan msg atau balas msg nya,0
ham,K.k:)maju pongal bahagia.,k k maju pongal bahagia,0
ham,K.k:)apo k.film bagus.,k k apo k film bagus,0
ham,K.k:)kapan kamu pergi?,k k kapan kamu pergi,0
ham,K :) semua yang terbaik :) selamat ...,k semua yang terbaik selamat,0
ham,K :) saya akan memberikan rincian acc kvb saya :),k saya akan memberikan rincian acc kvb saya,0
ham,K:)k.apakah kamu kuliah?,k k apakah kamu kuliah,0
ham,K :) k :) bagus :) belajar dengan baik.,k k bagus belajar dengan baik,0
ham,K:)k:)detail apa yang ingin Anda transfer?acc tidak cukup?,k k detail apa yang ingin anda transfer acc tidak cukup,0
ham,Kaiez... Nikmati biaya kuliah Anda... Gee... Thk e opsi kedua terdengar beta ... Aku akan pergi yan jiu den msg u ...,kaiez nikmati biaya kuliah anda gee thk e opsi kedua terdengar beta aku akan pergi yan jiu den msg u,0
ham,Kallis wont kelelawar di inning ke-2.,kallis wont kelelawar di inning ke,0
ham,"Kate jackson rec center sebelum 7ish, kan?",kate jackson rec center sebelum ish kan,0
ham,Simpan payasam saya di sana jika rinu membawa,simpan payasam saya di sana jika rinu membawa,0
ham,Jaga dirimu tetap aman untukku karena aku membutuhkanmu dan aku sudah merindukanmu dan aku iri pada semua orang yang melihatmu dalam kehidupan nyata,jaga dirimu tetap aman untukku karena aku membutuhkanmu dan aku sudah merindukanmu dan aku iri pada semua orang yang melihatmu dalam kehidupan nyata,0
ham,Kinda. Yang pertama masuk jam dua belas! Aah. Bicara tomo,kinda yang pertama masuk jam dua belas aah bicara tomo,0
Spam,Kit Strip - Anda telah ditagih 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,kit strip anda telah ditagih p netcollex ltd po box ig oja,1
Spam,Knock Knock Txt yang ada ke 80082 untuk memasukkan r undian mingguan 4 voucher hadiah Â £ 250 4 toko pilihan tahun. S&K www.tkls.com usia 16 hingga stoptxtstopÂ£1.50/minggu,knock knock txt yang ada ke untuk memasukkan r undian mingguan voucher hadiah toko pilihan tahun s k usia hingga stoptxtstop minggu,1
Spam,Kesempatan terakhir 2 klaim voucher diskon senilai Â £ 150 Anda-SMS YA ke 85023 sekarang! Anggota SavaMob menawarkan 08717898035 T Cs seluler. Â£3.00 Sub. 16 . Hapus txt X atau STOP,kesempatan terakhir klaim voucher diskon senilai anda sms ya ke sekarang anggota savamob menawarkan t cs seluler sub hapus txt x atau stop,1
Spam,"Kesempatan terakhir! Klaim voucher diskon senilai Â £ 150 Anda hari ini! SMS SHOP ke 85023 sekarang! SavaMob, menawarkan ponsel! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16",kesempatan terakhir klaim voucher diskon senilai anda hari ini sms shop ke sekarang savamob menawarkan ponsel t cs savamob pobox m uz sub,1
Spam,"Berita Terbaru! Toilet kantor polisi dicuri, polisi tidak punya apa-apa untuk dilanjutkan!",berita terbaru toilet kantor polisi dicuri polisi tidak punya apa apa untuk dilanjutkan,1
Spam,"Terbaru Nokia Mobile atau iPOD MP3 Player + â £ 400 proze DIJAMIN! Balas dengan: MENANGKAN 83355 sekarang! Norcorp Ltd.Â£1,50/Mtmsgrcvd18+",terbaru nokia mobile atau ipod mp player proze dijamin balas dengan menangkan sekarang norcorp ltd mtmsgrcvd,1
ham,Biarkan saja de:-). Mulai Bersiap untuk selanjutnya:-)..,biarkan saja de mulai bersiap untuk selanjutnya,0
ham,Meninggalkan ke qatar tonite untuk mencari opportunity.all pergi fast.pls menambahkan saya dalam doa-doa Anda sayang. Rakhesh,meninggalkan ke qatar tonite untuk mencari opportunity all pergi fast pls menambahkan saya dalam doa doa anda sayang rakhesh,0
ham,Beri tahu saya cara menghubungi Anda. Aku sudah kamu menetap di sebuah kamar. Mari kita tahu Anda baik-baik saja.,beri tahu saya cara menghubungi anda aku sudah kamu menetap di sebuah kamar mari kita tahu anda baik baik saja,0
ham,Beri tahu saya kapan Anda punya uang sehingga carlos dapat menelepon,beri tahu saya kapan anda punya uang sehingga carlos dapat menelepon,0
ham,Biarkan ada salju. Biarkan ada salju. Cuaca seperti ini menyatukan orang-orang sehingga persahabatan dapat tumbuh.,biarkan ada salju biarkan ada salju cuaca seperti ini menyatukan orang orang sehingga persahabatan dapat tumbuh,0
ham,"Biarkan Hati Anda Menjadi Kompas Anda, Pikiran Anda, Peta Anda, Jiwa Anda, Panduan Anda, Dan Anda Tidak Akan pernah lepas di dunia .... gnun - Dikirim melalui WAY2SMS.COM",biarkan hati anda menjadi kompas anda pikiran anda peta anda jiwa anda panduan anda dan anda tidak akan pernah lepas di dunia gnun dikirim melalui way sms com,0
Spam,HIDUP tidak pernah semenyenangkan dan sehebat ini sampai Anda masuk. Anda membuatnya benar-benar istimewa bagi saya. Aku tidak akan melupakanmu! Nikmati @ Satu GBP/SMS,hidup tidak pernah semenyenangkan dan sehebat ini sampai anda masuk anda membuatnya benar benar istimewa bagi saya aku tidak akan melupakanmu nikmati satu gbp sms,1
ham,"Hidup lebih ketat daripada guru ... karena Guru mengajarkan pelajaran & kemudian melakukan ujian, Tapi Hidup pertama melakukan Ujian & kemudian mengajarkan Pelajaran. Selamat pagi. . .",hidup lebih ketat daripada guru karena guru mengajarkan pelajaran kemudian melakukan ujian tapi hidup pertama melakukan ujian kemudian mengajarkan pelajaran selamat pagi,0
ham,Lmao. Ambil foto dan kirimkan kepada saya.,lmao ambil foto dan kirimkan kepada saya,0
Spam,Pinjaman untuk tujuan apapun Â £ 500 - Â £ 75.000. Pemilik rumah + Penyewa dipersilakan. Apakah Anda sebelumnya ditolak? Kami masih bisa membantu. Hubungi Gratis 0800 1956669 atau SMS kembali 'bantuan',pinjaman untuk tujuan apapun pemilik rumah penyewa dipersilakan apakah anda sebelumnya ditolak kami masih bisa membantu hubungi gratis atau sms kembali bantuan,1
Spam,Pinjaman untuk tujuan apa pun bahkan jika Anda memiliki Kredit Buruk! Penyewa dipersilakan. Hubungi NoWorriesLoans.com di 08717111821,pinjaman untuk tujuan apa pun bahkan jika anda memiliki kredit buruk penyewa dipersilakan hubungi noworriesloans com di,1
ham,WAKAKAK... Sudahkah Anda membuat rencana untuk tahun baru?,wakakak sudahkah anda membuat rencana untuk tahun baru,0
ham,"WAKAKAK... Tidak, hanya sibuk",wakakak tidak hanya sibuk,0
ham,Lol besar sekarang im mendapatkan lapar.,lol besar sekarang im mendapatkan lapar,0
ham,Lol aku tahu! Mereka sangat dramatis. Sekolah sudah ditutup untuk besok. Rupanya kita tidak bisa mengemudi di inci salju yang seharusnya didapat.,lol aku tahu mereka sangat dramatis sekolah sudah ditutup untuk besok rupanya kita tidak bisa mengemudi di inci salju yang seharusnya didapat,0
ham,Lol aku akan tapi ibuku akan cocok dan memberitahu seluruh keluarga betapa gila dan mengerikannya aku,lol aku akan tapi ibuku akan cocok dan memberitahu seluruh keluarga betapa gila dan mengerikannya aku,0
ham,Lol tidak. Anda bisa mempercayai saya.,lol tidak anda bisa mempercayai saya,0
ham,Lol sekarang aku mengejar balon udara panas itu!,lol sekarang aku mengejar balon udara panas itu,0
ham,Lol ok Anda dimaafkan :),lol ok anda dimaafkan,0
ham,Lol ok. Aku akan merebut dompetnya juga.,lol ok aku akan merebut dompetnya juga,0
ham,Lol ya. Persahabatan kami tergantung pada seutas benang karena Anda tidak akan membeli barang.,lol ya persahabatan kami tergantung pada seutas benang karena anda tidak akan membeli barang,0
ham,"Lol kamu lupa eh? Ya, saya akan membawanya dalam bayi",lol kamu lupa eh ya saya akan membawanya dalam bayi,0
ham,Lol kamu tidak akan merasa buruk ketika aku menggunakan uangnya untuk membawamu keluar ke makan malam steak = D,lol kamu tidak akan merasa buruk ketika aku menggunakan uangnya untuk membawamu keluar ke makan malam steak d,0
ham,Lol Anda selalu begitu meyakinkan.,lol anda selalu begitu meyakinkan,0
ham,Wakakak! Kamu pemabuk! Hanya menata rambut saya pada saat itu. Ya masih sampai 4 malam ini. Apakah rencananya?,wakakak kamu pemabuk hanya menata rambut saya pada saat itu ya masih sampai malam ini apakah rencananya,0
ham,Lolnice. Saya beralih dari ikan ke .. Air.?,lolnice saya beralih dari ikan ke air,0
ham,LIHATLAH AMY URE SEORANG WANITA CANTIK DAN CERDAS DAN AKU SANGAT MENYUKAIMU. AKU TAHU U DONA DON TIDAK SUKA AKU SEPERTI ITU JADI DONA JANGAN KHAWATIR.,lihatlah amy ure seorang wanita cantik dan cerdas dan aku sangat menyukaimu aku tahu u dona don tidak suka aku seperti itu jadi dona jangan khawatir,0
ham,LIHATLAH WAKTU SIALAN. APA SIH YANG KAMU PIKIRKAN SEDANG TERJADI,lihatlah waktu sialan apa sih yang kamu pikirkan sedang terjadi,0
Spam,"LookAtMe!: Terima kasih atas pembelian klip video dari LookAtMe!, Anda telah dikenakan biaya 35p. Pikirkan Anda bisa melakukan yang lebih baik? Mengapa tidak mengirim video dalam MMSto 32323.",lookatme terima kasih atas pembelian klip video dari lookatme anda telah dikenakan biaya p pikirkan anda bisa melakukan yang lebih baik mengapa tidak mengirim video dalam mmsto,1
ham,"Sepertinya u wil b mendapatkan headstart im meninggalkan sini pertarungan 2.30ish tetapi jika Anda putus asa untuk perusahaan saya, saya bisa pergi lebih awal - kami pergi untuk bertemu di rummer.",sepertinya u wil b mendapatkan headstart im meninggalkan sini pertarungan ish tetapi jika anda putus asa untuk perusahaan saya saya bisa pergi lebih awal kami pergi untuk bertemu di rummer,0
Spam,LORD OF THE RINGS: RETURN OF THE KING di toko SEKARANG! BALAS LOTR sebelum 2 Juni 4 Kesempatan 2 MENANG LOTR CD soundtrack StdTxtRate. Balas STOP untuk mengakhiri txts,lord of the rings return of the king di toko sekarang balas lotr sebelum juni kesempatan menang lotr cd soundtrack stdtxtrate balas stop untuk mengakhiri txts,1
ham,"Cinta bukanlah keputusan, itu perasaan. Jika kita bisa memutuskan siapa yang harus dicintai, maka, hidup akan jauh lebih sederhana, tetapi kemudian kurang ajaib",cinta bukanlah keputusan itu perasaan jika kita bisa memutuskan siapa yang harus dicintai maka hidup akan jauh lebih sederhana tetapi kemudian kurang ajaib,0
ham,Menyukainya! Ayah akan membuatmu berteriak dengan senang hati! Aku akan menampar pantatmu dengan penisku!,menyukainya ayah akan membuatmu berteriak dengan senang hati aku akan menampar pantatmu dengan penisku,0
ham,Aku mencintaimu aathi.. sangat mencintaimu..,aku mencintaimu aathi sangat mencintaimu,0
ham,Bau yang indah di bus ini dan itu bukan tembakau. . .,bau yang indah di bus ini dan itu bukan tembakau,0
ham,Lul im mendapatkan beberapa gosip menarik di rumah sakit. Dua perawat berbicara tentang seberapa gemuk yang mereka dapatkan. Dan orang berpikir dia gemuk. Oyea.,lul im mendapatkan beberapa gosip menarik di rumah sakit dua perawat berbicara tentang seberapa gemuk yang mereka dapatkan dan orang berpikir dia gemuk oyea,0
Spam,lyricalladie(21/F) mengundang Anda untuk menjadi temannya. Balas YES-910 atau NO-910. Lihat dia: www.SMS.ac/u/hmmross BERHENTI? Kirim STOP FRND ke 62468,lyricalladie f mengundang anda untuk menjadi temannya balas yes atau no lihat dia berhenti kirim stop frnd ke,1
ham,Macha tidak merasa upset.i dapat mengasumsikan mindset.believe Anda suatu malam dengan saya dan saya memiliki beberapa rencana indah untuk kita berdua. BIARKAN HIDUP DIMULAI LAGI.hubungi saya kapan saja,macha tidak merasa upset i dapat mengasumsikan mindset believe anda suatu malam dengan saya dan saya memiliki beberapa rencana indah untuk kita berdua biarkan hidup dimulai lagi hubungi saya kapan saja,0
ham,PASTIKAN ALEX TAHU ULANG TAHUNNYA BERAKHIR DALAM LIMA BELAS MENIT SEJAUH YANG ANDA KETAHUI,pastikan alex tahu ulang tahunnya berakhir dalam lima belas menit sejauh yang anda ketahui,0
Spam,Wanita lokal yang sudah menikah mencari tindakan diam-diam sekarang! 5 pertandingan nyata langsung ke ponsel Anda. SMS MATCH ke 69969 Msg biaya 150p 2 stop txt stop BCMSFWC1N3XX,wanita lokal yang sudah menikah mencari tindakan diam diam sekarang pertandingan nyata langsung ke ponsel anda sms match ke msg biaya p stop txt stop bcmsfwc n xx,1
Spam,"Marvel Mobile Mainkan game Ultimate Spider-man resmi (Â £ 4,50) di ponsel Anda sekarang. SMS SPIDER ke 83338 untuk permainan & kami akan mengirimkan u wallpaper 8Ball GRATIS",marvel mobile mainkan game ultimate spider man resmi di ponsel anda sekarang sms spider ke untuk permainan kami akan mengirimkan u wallpaper ball gratis,1
ham,Bolehkah saya menelepon Anda nanti Pls,bolehkah saya menelepon anda nanti pls,0
ham,Mungkin saya bisa mendapatkan buku tomo kemudian segera mengembalikannya..? Atau sesuatu.,mungkin saya bisa mendapatkan buku tomo kemudian segera mengembalikannya atau sesuatu,0
ham,"Mungkin westshore atau hyde park village, tempat di dekat rumahku?",mungkin westshore atau hyde park village tempat di dekat rumahku,0
ham,Mungkin?! Sapa dan cari tahu apakah ada kartunya. Pelarian yang bagus atau wetherspoons?,mungkin sapa dan cari tahu apakah ada kartunya pelarian yang bagus atau wetherspoons,0
ham,"Saya juga da, saya merasa kemarin malam menunggu sampai 2 hari malam sayang.",saya juga da saya merasa kemarin malam menunggu sampai hari malam sayang,0
ham,Aku n dia sangat lucu ...,aku n dia sangat lucu,0
ham,Saya juga nonton film surya saja. . . setelah jam 6 sore film vijay POKKIRI,saya juga nonton film surya saja setelah jam sore film vijay pokkiri,0
ham,Sementara itu di suite kotoran: xavier memutuskan untuk memberi kami <#>  detik-detik peringatan bahwa Samantha akan datang dan memainkan gitar Jay untuk membuatnya terkesan atau omong kosong. Juga saya tidak berpikir doug menyadari bahwa saya tidak tinggal di sini lagi,sementara itu di suite kotoran xavier memutuskan untuk memberi kami detik detik peringatan bahwa samantha akan datang dan memainkan gitar jay untuk membuatnya terkesan atau omong kosong juga saya tidak berpikir doug menyadari bahwa saya tidak tinggal di sini lagi,0
ham,Bertemu setelah makan siang la...,bertemu setelah makan siang la,0
ham,bertemu Anda di Corporation St Outside Gap â € ¦ Anda dapat melihat bagaimana pikiran saya bekerja!,bertemu anda di corporation st outside gap anda dapat melihat bagaimana pikiran saya bekerja,0
ham,"Bertemu u adalah pekerjaanku. . . Telp aku, kapan aku akan melakukan pekerjaanku besok",bertemu u adalah pekerjaanku telp aku kapan aku akan melakukan pekerjaanku besok,0
ham,Pria menyukai wanita yang lebih pendek. Tatap matanya.,pria menyukai wanita yang lebih pendek tatap matanya,0
ham,"Selamat Natal untukmu juga sayang, i love ya *kisses*",selamat natal untukmu juga sayang i love ya kisses,0
Spam,Pesan Informasi penting untuk pengguna O2. Hari ini adalah hari keberuntunganmu! 2 Cari tahu mengapa masuk ke http://www.urawinner.com ada kejutan fantastis yang menunggu Anda,pesan informasi penting untuk pengguna o hari ini adalah hari keberuntunganmu cari tahu mengapa masuk ke ada kejutan fantastis yang menunggu anda,1
ham,Pesan: beberapa teks hilang * Pengirim: Nama Hilang * *Nomor Hilang * Dikirim: Tanggal hilang * Hilang U banyak itu y semuanya hilang dikirim melalui fullonsms.com,pesan beberapa teks hilang pengirim nama hilang nomor hilang dikirim tanggal hilang hilang u banyak itu y semuanya hilang dikirim melalui fullonsms com,0
ham,Mungkin kapak yah im di sana.,mungkin kapak yah im di sana,0
Spam,"Mila, usia 23, pirang, baru di Inggris. Saya terlihat seks dengan orang-orang Inggris. Jika Anda suka bersenang-senang dengan saya. SMS MTALK ke 69866.18 . 30pp/txt 1st 5gratis. Â £ 1,50 kenaikan. Bantuan08718728876",mila usia pirang baru di inggris saya terlihat seks dengan orang orang inggris jika anda suka bersenang senang dengan saya sms mtalk ke pp txt st gratis kenaikan bantuan,1
ham,Pikiran blastin .. Tidak ada lagi Tsunami yang akan terjadi mulai sekarang. Rajnikant berhenti berenang di Samudera Hindia..:-D,pikiran blastin tidak ada lagi tsunami yang akan terjadi mulai sekarang rajnikant berhenti berenang di samudera hindia d,0
Spam,Peringatan panggilan tidak terjawab. Nomor-nomor ini menelepon tetapi tidak meninggalkan pesan. 07008009200,peringatan panggilan tidak terjawab nomor nomor ini menelepon tetapi tidak meninggalkan pesan,1
ham,Melewatkan panggilan Anda karena saya berteriak pada sampah. Kangen. Tidak sabar menunggu Anda pulang. Aku sangat kesepian hari ini.,melewatkan panggilan anda karena saya berteriak pada sampah kangen tidak sabar menunggu anda pulang aku sangat kesepian hari ini,0
ham,Mm waktu itu Anda tidak suka bersenang-senang,mm waktu itu anda tidak suka bersenang senang,0
ham,Mmm jadi enak sayang... Sentakan yang bagus untuk suzy,mmm jadi enak sayang sentakan yang bagus untuk suzy,0
ham,Mmm itu lebih baik sekarang saya mendapat panggang ke bawah saya! iÂ 'd b lebih baik jika saya memiliki beberapa minuman turun saya 2! India yang baik?,mmm itu lebih baik sekarang saya mendapat panggang ke bawah saya i d b lebih baik jika saya memiliki beberapa minuman turun saya india yang baik,0
Spam,Mobile Club: Pilih salah satu item berkualitas tinggi untuk ponsel Anda. 7cfca1a,mobile club pilih salah satu item berkualitas tinggi untuk ponsel anda cfca a,1
Spam,Moby Pub Quiz.Win hadiah Â £ 100 High Street jika Anda tahu siapa Duchess of Cornwall yang baru? Txt nama depannya menjadi 82277.unsub STOP Â£1.50 008704050406 SP,moby pub quiz win hadiah high street jika anda tahu siapa duchess of cornwall yang baru txt nama depannya menjadi unsub stop sp,1
Spam,"Moby Pub Quiz.Win hadiah Â £ 100 High Street jika Anda tahu siapa Duchess of Cornwall yang baru? Txt nama depannya menjadi 82277.unsub STOP Â £ 1,50 008704050406 SP Arrow",moby pub quiz win hadiah high street jika anda tahu siapa duchess of cornwall yang baru txt nama depannya menjadi unsub stop sp arrow,1
Spam,Uang saya telah memenangkan wining nomor 946 wot do i do next,uang saya telah memenangkan wining nomor wot do i do next,1
Spam,uang!!! Anda adalah pemenang yang beruntung! 2 klaim hadiah Anda teks uang 2 88600 lebih dari â £ 1million untuk memberikan! PPT150x3+Kotak Kecepatan Teks Normal403 W1T1JY,uang anda adalah pemenang yang beruntung klaim hadiah anda teks uang lebih dari million untuk memberikan ppt x kotak kecepatan teks normal w t jy,1
Spam,"Kata sandi bulanan untuk wap. mobsi.com adalah 391784. Gunakan ponsel wap Anda, bukan PC.",kata sandi bulanan untuk wap mobsi com adalah gunakan ponsel wap anda bukan pc,1
Spam,Lebih banyak orang dogging di daerah Anda sekarang. Hubungi 09090204448 dan bergabunglah dengan orang-orang yang berpikiran sama. Mengapa tidak mengatur 1 sendiri. Ada 1 malam ini. AÂ£1.50 minAPN LS278BB,lebih banyak orang dogging di daerah anda sekarang hubungi dan bergabunglah dengan orang orang yang berpikiran sama mengapa tidak mengatur sendiri ada malam ini a minapn ls bb,1
ham,Pagi hanya saya yang bisa ok.,pagi hanya saya yang bisa ok,0
ham,Msg saya ketika rajini datang.,msg saya ketika rajini datang,0
ham,Msgs tidak berlalu waktu. Mereka diam-diam mengatakan bahwa aku sedang memikirkan U sekarang dan juga membuat U memikirkanku setidaknya 4 saat. drms nt.swt Gd @Shesil,msgs tidak berlalu waktu mereka diam diam mengatakan bahwa aku sedang memikirkan u sekarang dan juga membuat u memikirkanku setidaknya saat drms nt swt gd shesil,0
ham,Ibu meminta Ã 1/4 untuk membeli makanan di rumah ...,ibu meminta untuk membeli makanan di rumah,0
ham,Ibu bilang kita ingin pergi lalu pergi ... Lalu dia bisa menghindari bian menonton pameran kaca da ...,ibu bilang kita ingin pergi lalu pergi lalu dia bisa menghindari bian menonton pameran kaca da,0
ham,Ujian saya untuk 4 Februari. Semoga harimu menyenangkan.,ujian saya untuk februari semoga harimu menyenangkan,0
ham,Mantan istri saya tidak dapat memiliki anak. Apakah Anda ingin anak-anak suatu hari nanti?,mantan istri saya tidak dapat memiliki anak apakah anda ingin anak anak suatu hari nanti,0
ham,"Hidup saya sangat berarti bagi saya, Bukan karena saya mencintai hidup saya, Tetapi karena saya mencintai orang-orang dalam hidup saya, Dunia menyebut mereka teman, saya menyebut mereka Dunia saya :-) .. Ge:-)..",hidup saya sangat berarti bagi saya bukan karena saya mencintai hidup saya tetapi karena saya mencintai orang orang dalam hidup saya dunia menyebut mereka teman saya menyebut mereka dunia saya ge,0
ham,Sayangku! Kenapa kamu butuh waktu lama untuk pergi ke Zaher's? Saya mendapatkan kata-kata Anda di ym dan senang melihatnya tetapi sedih Anda telah pergi. Aku kangen kamu,sayangku kenapa kamu butuh waktu lama untuk pergi ke zaher s saya mendapatkan kata kata anda di ym dan senang melihatnya tetapi sedih anda telah pergi aku kangen kamu,0
ham,NO SAYA. DI LUTON 0125698789 MENELEPON SAYA JIKA UR SEKITAR! H*,no saya di luton menelepon saya jika ur sekitar h,0
ham,"Pikiran pribadi saya yang menyakitkan – ""Saya selalu berusaha membuat semua orang bahagia sepanjang waktu. Tapi tidak ada yang mengenali saya ketika saya sendirian """,pikiran pribadi saya yang menyakitkan saya selalu berusaha membuat semua orang bahagia sepanjang waktu tapi tidak ada yang mengenali saya ketika saya sendirian,0
ham,Adikku membersihkan dua putaran dengan birla soft kemarin.,adikku membersihkan dua putaran dengan birla soft kemarin,0
ham,"Kakak iparku, semoga kamu mengalami bulan yang menyenangkan. Hanya mengatakan hei. Abiola",kakak iparku semoga kamu mengalami bulan yang menyenangkan hanya mengatakan hei abiola,0
ham,Kode sortir saya adalah dan acc no adalah . Banknya natwest. Bisakah Anda membalas untuk mengonfirmasi bahwa saya telah mengirim ini ke orang yang tepat!,kode sortir saya adalah dan acc no adalah banknya natwest bisakah anda membalas untuk mengonfirmasi bahwa saya telah mengirim ini ke orang yang tepat,0
ham,Perutku telah melalui begitu banyak trauma sehingga aku bersumpah aku tidak bisa makan. Lebih baik saya menurunkan berat badan.,perutku telah melalui begitu banyak trauma sehingga aku bersumpah aku tidak bisa makan lebih baik saya menurunkan berat badan,0
ham,Perjalanan saya ok tapi cukup melelahkan lor. Uni dimulai hari ini tapi tidak apa-apa 4 saya karena saya tidak mengambil modul apa pun tetapi jus berkonsentrasi pada proyek tahun terakhir saya.,perjalanan saya ok tapi cukup melelahkan lor uni dimulai hari ini tapi tidak apa apa saya karena saya tidak mengambil modul apa pun tetapi jus berkonsentrasi pada proyek tahun terakhir saya,0
ham,"tidak dapat membantu Anda di sana, saya tidak pernah punya iphone",tidak dapat membantu anda di sana saya tidak pernah punya iphone,0
ham,"tidak, saya tidak berpikir dia pergi ke usf, dia tinggal di sekitar sini",tidak saya tidak berpikir dia pergi ke usf dia tinggal di sekitar sini,0
ham,"Tidak, itu langsung, jika Anda bisa membawa kuncup atau minuman atau sesuatu yang sebenarnya sedikit lebih berguna daripada uang tunai langsung",tidak itu langsung jika anda bisa membawa kuncup atau minuman atau sesuatu yang sebenarnya sedikit lebih berguna daripada uang tunai langsung,0
Spam,Natalie (20/F) mengundang Anda untuk menjadi temannya. Balas YA-165 atau NO-165 Lihat dia: www.SMS.ac/u/natalie2k9 BERHENTI? Kirim STOP FRND ke 62468,natalie f mengundang anda untuk menjadi temannya balas ya atau no lihat dia berhenti kirim stop frnd ke,1
Spam,Natalja (25/F) mengundang Anda untuk menjadi temannya. Balas YA-440 atau NO-440 Lihat dia: www.SMS.ac/u/nat27081980 BERHENTI? Kirim STOP FRND ke 62468,natalja f mengundang anda untuk menjadi temannya balas ya atau no lihat dia berhenti kirim stop frnd ke,1
ham,"sedikit nakal berpikir: 'lebih baik menggoda, menggoda n menggoda, daripada mencintai seseorang n terluka, terluka n terluka ...:-) Gud nyt",sedikit nakal berpikir lebih baik menggoda menggoda n menggoda daripada mencintai seseorang n terluka terluka n terluka gud nyt,0
ham,Butuh kopi run tomo? Tidak percaya sudah waktunya seminggu,butuh kopi run tomo tidak percaya sudah waktunya seminggu,0
ham,Transaksi NEFT dengan nomor referensi <#>  untuk Rs. < DESIMAL>  telah dikreditkan ke rekening penerima pada <#>  pada < WAKTU> : <#>,transaksi neft dengan nomor referensi untuk rs desimal telah dikreditkan ke rekening penerima pada pada waktu,0
Spam,operator jaringan. Layanan ini gratis. Untuk kunjungan T &; C 80488.biz,operator jaringan layanan ini gratis untuk kunjungan t c biz,1
ham,Neva keberatan tidak apa-apa ..,neva keberatan tidak apa apa,0
ham,Mobil dan rumah baru untuk orang tua saya.:)Saya hanya punya pekerjaan baru di tangan :),mobil dan rumah baru untuk orang tua saya saya hanya punya pekerjaan baru di tangan,0
Spam,"Ponsel Baru dari 2004, HARUS PERGI! Txt: NOKIA ke No: 89545 & kumpulkan milikmu hari ini! Dari HANYA â £ 1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",ponsel baru dari harus pergi txt nokia ke no kumpulkan milikmu hari ini dari hanya optout gbp mtmsg txtauction,1
Spam,Baru TEXTBUDDY Chat 2 terangsang guys di daerah Anda 4 hanya 25p Gratis 2 menerima Cari kode pos atau di gaytextbuddy.com. TXT ONE nama ke 89693,baru textbuddy chat terangsang guys di daerah anda hanya p gratis menerima cari kode pos atau di gaytextbuddy com txt one nama ke,1
Spam,Baru TEXTBUDDY Chat 2 terangsang guys di daerah Anda 4 hanya 25p Gratis 2 menerima Cari kode pos atau di gaytextbuddy.com. TXT SATU nama menjadi 89693. 08715500022 rpl Berhenti 2 cnl,baru textbuddy chat terangsang guys di daerah anda hanya p gratis menerima cari kode pos atau di gaytextbuddy com txt satu nama menjadi rpl berhenti cnl,1
ham,"Teori Baru: Argumen memenangkan d SITUASI, tetapi kehilangan ORANG. Jadi jangan berdebat dengan teman-teman Anda hanya .. . . . Tendang mereka & katakanlah, saya selalu benar.!",teori baru argumen memenangkan d situasi tetapi kehilangan orang jadi jangan berdebat dengan teman teman anda hanya tendang mereka katakanlah saya selalu benar,0
Spam,"Nada Baru Minggu ini meliputi: 1) McFly-All Ab.., 2) Sara Jorge-Shock .. 3) Will Smith-Switch .. Untuk memesan, ikuti petunjuk pada pesan berikutnya",nada baru minggu ini meliputi mcfly all ab sara jorge shock will smith switch untuk memesan ikuti petunjuk pada pesan berikutnya,1
ham,Garis bagus yang diucapkan oleh hati yang patah - tolong jangan cum 1 kali lagi di depan saya ... Lain bijaksana sekali lagi saya akan percaya Anda ... Bagus 9t :),garis bagus yang diucapkan oleh hati yang patah tolong jangan cum kali lagi di depan saya lain bijaksana sekali lagi saya akan percaya anda bagus t,0
ham,"Bagus. Tunggu... Haruskah Anda mengirim SMS sekarang? Aku tidak akan membayar tiketmu, lho!",bagus tunggu haruskah anda mengirim sms sekarang aku tidak akan membayar tiketmu lho,0
ham,"Malam telah berakhir untuk hari lain, pagi telah datang dengan cara yang istimewa. Semoga Anda tersenyum seperti sinar cerah dan meninggalkan kekhawatiran Anda di teluk biru biru.",malam telah berakhir untuk hari lain pagi telah datang dengan cara yang istimewa semoga anda tersenyum seperti sinar cerah dan meninggalkan kekhawatiran anda di teluk biru biru,0
